"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-15","2.24","0.00","0.0","0.0","74","89","59",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-16","4.70","0.00","0.0","0.0","76","91","61",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-17","7.83","0.00","0.0","0.0","80","90","66",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-18","6.71","0.00","0.0","0.0","79","89","72",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-19","6.04","0.00","0.0","0.0","81","92","73",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-20","6.49","2.65","0.0","0.0","79","89","67","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-21","5.14","0.00","0.0","0.0","73","83","68",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-22","2.91","1.40","0.0","0.0","73","77","68","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-23","4.03","0.74","0.0","0.0","70","76","66","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-24","9.62","0.40","0.0","0.0","67","71","57","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-25","8.05","0.00","0.0","0.0","62","74","55",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-26","8.50","0.00","0.0","0.0","70","87","56",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-27","9.62","0.00","0.0","0.0","77","86","69",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-28","8.95","0.15","0.0","0.0","76","83","66","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-29","4.25","0.02","0.0","0.0","76","83","70",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-30","3.80","0.07","0.0","0.0","74","80","69","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-05-31","4.92","0.00","0.0","0.0","75","86","68",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-01","2.46","0.14","0.0","0.0","75","83","66","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-02","2.46","0.05","0.0","0.0","75","82","70",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-03","2.91","0.11","0.0","0.0","76","89","68","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-04","4.25","0.09","0.0","0.0","77","85","73","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-05","4.70","1.32","0.0","0.0","74","80","71","    1","    1","    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-06","3.80","0.67","0.0","0.0","72","77","69","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-07","8.72","0.00","0.0","0.0","74","83","63",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-08","4.25","0.00","0.0","0.0","71","82","58",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-09","3.13","0.00","0.0","0.0","72","84","60",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-10","3.58","0.00","0.0","0.0","76","87","65",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-11","6.71","0.00","0.0","0.0","80","90","72",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-12","5.37","0.00","0.0","0.0","81","91","73",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-13","3.36","0.00","0.0","0.0","78","89","71","    1",,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-14","2.01","0.00","0.0","0.0","80","89","71","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-15","4.70","0.67","0.0","0.0","79","93","68","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-16","2.91","0.00","0.0","0.0","74","85","67",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-17","4.92","0.00","0.0","0.0","78","88","70","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-18","7.16","0.12","0.0","0.0","79","87","72","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-19","4.25","0.03","0.0","0.0","76","86","71","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-20","4.70","0.12","0.0","0.0","78","83","72","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-21","5.59","0.34","0.0","0.0","74","75","71","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-22","9.62","2.36","0.0","0.0","75","79","73","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-23","12.53","1.59","0.0","0.0","78","88","73","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-24","5.82","0.76","0.0","0.0","76","87","70","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-25","4.92","0.00","0.0","0.0","73","80","63",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-26","4.92","0.00","0.0","0.0","72","86","59",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-27","4.92","0.00","0.0","0.0","76","86","64",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-28","6.04","0.00","0.0","0.0","78","89","68",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-29","6.49","1.59","0.0","0.0","77","81","72","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-06-30","9.62","0.84","0.0","0.0","76","86","73","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-01","7.38","1.20","0.0","0.0","79","91","72","    1","    1","    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-02","5.59","0.02","0.0","0.0","78","89","71",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-03","5.82","0.00","0.0","0.0","81","91","74",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-04","6.04","0.41","0.0","0.0","81","90","76","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-05","4.03","0.73","0.0","0.0","80","91","74","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-06","6.71","0.00","0.0","0.0","80","92","73",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-07","8.05","0.00","0.0","0.0","81","91","74",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-08","6.26","0.00","0.0","0.0","80","89","74",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-09","4.70","0.00","0.0","0.0","81","90","70","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-10","2.68","0.00","0.0","0.0","80","92","67",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-11","2.91","1.39","0.0","0.0","78","90","72","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-12","3.58","0.00","0.0","0.0","80","91","72",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-13","2.46","0.00","0.0","0.0","81","90","73",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-14","3.80","1.14","0.0","0.0","80","91","73","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-15","3.36","0.12","0.0","0.0","78","89","73","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-16","2.68","0.45","0.0","0.0","78","89","73",,,"    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-17","3.80","0.00","0.0","0.0","80","91","73",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-18","2.24","0.00","0.0","0.0","80","92","71","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-19","3.58","0.00","0.0","0.0","84","94","74",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-20","3.13","0.00","0.0","0.0","83","94","74",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-21","4.25","0.00","0.0","0.0","86","96","77",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-22","5.14","0.00","0.0","0.0","84","92","75",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-23","5.37","0.22","0.0","0.0","83","92","77","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-24","4.92","3.64","0.0","0.0","79","90","70","    1","    1","    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-25","2.91","0.00","0.0","0.0","80","92","74","    1",,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-26","2.24","0.02","0.0","0.0","81","90","75","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-27","3.58","0.00","0.0","0.0","83","93","75","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-28","7.38","0.11","0.0","0.0","82","86","77","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-29","8.50","0.04","0.0","0.0","81","89","69","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-30","6.49","0.00","0.0","0.0","77","89","66",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-07-31","5.14","0.00","0.0","0.0","80","89","70",,,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-01","1.57","0.00","0.0","0.0","78","89","68",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-02","2.46","0.00","0.0","0.0","78","84","72",,,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-03","5.59","0.00","0.0","0.0","78","87","73",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-04","3.58","0.00","0.0","0.0","78","93","72","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-05","3.36","0.00","0.0","0.0","79","90","70",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-06","6.49","0.27","0.0","0.0","79","86","74","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-07","9.62","0.24","0.0","0.0","79","86","73","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-08","0.45","2.58","0.0","0.0","74","76","72","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-09","2.01","0.00","0.0","0.0","76","84","72","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-10","4.70","0.22","0.0","0.0","79","88","73","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-11","2.91","0.01","0.0","0.0","77","85","72","    1",,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-12","3.13","0.07","0.0","0.0","81","92","75","    1",,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-13","1.79","0.00","0.0","0.0","81","91","73",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-14","4.25","0.26","0.0","0.0","80","91","74","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-15","4.03","0.00","0.0","0.0","80","92","74","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-16","5.82","0.00","0.0","0.0","80","91","73",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-17","8.95","0.00","0.0","0.0","83","92","75",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-18","7.38","0.00","0.0","0.0","83","91","73","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-19","2.46","0.00","0.0","0.0","81","93","70",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-20","2.24","0.70","0.0","0.0","83","93","74",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-21","1.79","0.00","0.0","0.0","83","93","73",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-22","2.46","1.36","0.0","0.0","80","90","73","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-23","5.82","0.00","0.0","0.0","78","87","71","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-24","4.92","0.00","0.0","0.0","76","88","66",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-25","4.47","0.00","0.0","0.0","76","90","62",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-26","4.92","0.00","0.0","0.0","79","88","73",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-27","4.03","0.00","0.0","0.0","79","84","71",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-28","5.59","0.00","0.0","0.0","76","79","70",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-29","3.80","0.00","0.0","0.0","74","84","66",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-30","7.38","0.86","0.0","0.0","74","76","71","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-08-31","12.53","1.04","0.0","0.0","76","83","73","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-01","14.09","0.00","0.0","0.0","75","84","65","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-02","2.91","0.00","0.0","0.0","72","84","60",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-03","2.01","0.00","0.0","0.0","73","86","62",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-04","2.68","0.00","0.0","0.0","74","87","63",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-05","5.82","0.29","0.0","0.0","76","89","65","    1",,"    1",,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-06","7.83","0.00","0.0","0.0","69","78","56",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-07","3.58","0.00","0.0","0.0","64","78","51",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-08","4.47","0.00","0.0","0.0","67","81","53",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-09","8.50","0.00","0.0","0.0","71","83","64",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-10","10.07","0.00","0.0","0.0","71","80","62",,,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-11","13.65","1.69","0.0","0.0","62","66","56","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-12","7.83","0.25","0.0","0.0","60","63","58","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-13","5.82","0.02","0.0","0.0","61","69","58","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-14","1.57","0.00","0.0","0.0","71","81","65","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-15","2.24","0.00","0.0","0.0","75","86","67","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-16","2.46","0.04","0.0","0.0","76","87","69",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-17","2.91","0.13","0.0","0.0","76","88","69","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-18","2.01","0.00","0.0","0.0","76","90","66","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-19","2.91","0.06","0.0","0.0","76","88","67","    1",,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-20","1.79","0.00","0.0","0.0","76","90","65",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-21","2.68","0.00","0.0","0.0","79","91","68",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-22","1.79","0.00","0.0","0.0","79","90","69","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-23","4.47","0.00","0.0","0.0","80","90","71",,,"    1",,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-24","3.80","0.00","0.0","0.0","78","87","70",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-25","3.80","0.00","0.0","0.0","78","87","69",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-26","2.01","0.00","0.0","0.0","77","89","66",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-27","3.13","0.00","0.0","0.0","77","91","65",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-28","5.14","0.00","0.0","0.0","76","90","65",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-29","5.59","0.00","0.0","0.0","75","87","63",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-09-30","6.93","0.00","0.0","0.0","73","85","61",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-01","9.17","0.00","0.0","0.0","71","78","64",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-02","8.95","0.00","0.0","0.0","69","75","66",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-03","7.38","0.00","0.0","0.0","74","83","68",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-04","6.71","0.00","0.0","0.0","72","83","63",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-05","4.25","0.00","0.0","0.0","71","84","59",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-06","5.59","0.00","0.0","0.0","73","85","62",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-07","6.71","0.42","0.0","0.0","76","82","73","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-08","12.53","2.39","0.0","0.0","76","78","74","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-09","3.13","0.00","0.0","0.0","78","83","75","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-10","5.82","0.00","0.0","0.0","79","88","73","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-11","4.25","0.00","0.0","0.0","78","87","64","    1",,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-12","3.58","0.00","0.0","0.0","69","82","60","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-13","1.79","0.00","0.0","0.0","71","88","58",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-14","5.37","0.00","0.0","0.0","74","77","69",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-15","5.37","0.08","0.0","0.0","75","86","63","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-16","10.96","0.25","0.0","0.0","63","70","51","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-17","5.59","0.00","0.0","0.0","59","72","50",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-18","2.91","0.00","0.0","0.0","59","74","46",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-19","2.01","0.00","0.0","0.0","61","78","49",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-20","2.01","0.00","0.0","0.0","62","80","49",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-21","6.04","0.00","0.0","0.0","66","80","55",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-22","8.72","0.42","0.0","0.0","71","78","65","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-23","8.95","1.01","0.0","0.0","65","71","50","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-24","6.93","0.00","0.0","0.0","56","66","44",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-25","4.92","0.00","0.0","0.0","51","61","41",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-26","4.25","0.00","0.0","0.0","54","74","42",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-27","8.28","0.00","0.0","0.0","62","71","50","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-28","9.17","0.98","0.0","0.0","53","66","42","    1",,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-29","9.40","0.00","0.0","0.0","45","53","37",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-30","4.70","0.00","0.0","0.0","50","72","35",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-10-31","1.79","0.00","0.0","0.0","58","72","44",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-11-01","5.14","0.02","0.0","0.0","59","66","54",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-11-02","6.26","0.00","0.0","0.0","66","74","63",,,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-11-03","3.36","0.00","0.0","0.0","70","79","61","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-11-04","2.91","0.00","0.0","0.0","69","81","62","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-11-05","5.82","0.00","0.0","0.0","70","81","62","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-11-06","5.59","0.00","0.0","0.0","70","73","65","    1",,,,,,,"    1",,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-11-07","7.83","0.44","0.0","0.0","70","73","59","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-11-08","7.38","0.11","0.0","0.0","58","61","50","    1",,,,,,,,,,,,,,,,,,
"USW00013876","BIRMINGHAM AIRPORT, AL US","2017-11-09","4.92","0.16","0.0","0.0","52","59","42","    1",,,,,,,,,,,,,,,,,,
